Year,Month,District,Petrol_Liters,Diesel_Liters,Kerosene_Liters,CO2_Petrol_Tons,CO2_Diesel_Tons,CO2_Kerosene_Tons,CO2_Total_Tons
2022,3,Puttalam,256.6002402367477,348.4044094612851,75.1978686858362,0.5927465549468873,0.9337238173562443,0.18498675696715702,1.7114571292702883
2022,4,Puttalam,2110.8099549262256,2865.996910807859,618.5824676736472,4.875970995879581,7.680871720965063,1.521712870477172,14.078555587321814
2022,5,Puttalam,3075.1081981563443,4175.293268703593,901.1744582403668,7.103499937741155,11.189785960125631,2.2168891672713023,20.510175065138085
2022,6,Puttalam,3667.472582532665,4979.588554374855,1074.7695380789457,8.471861665650456,13.345297325724617,2.6439330636742064,24.461092055049274
2022,7,Puttalam,3278.4775374929154,4451.4222953511,960.7727690605241,7.573283111608634,11.929811751540951,2.3635010118888893,21.86659587503847
2022,8,Puttalam,2866.279279240267,3891.751382280312,839.9761927673192,6.621105135045017,10.429893704511239,2.066341434207605,19.11734027376386
2022,9,Puttalam,2798.034534496451,3799.090635083162,819.9767596061924,6.463459774686802,10.181562902022876,2.017142828631233,18.66216550534091
2022,10,Puttalam,2763.912162124543,3752.7602614845864,809.9770430256291,6.384637094507695,10.057397500778695,1.9925435258430475,18.434578121129434
2022,11,Puttalam,2661.5450450088197,3613.769140688862,779.9778932839394,6.148169053970374,9.684901297046153,1.9187456174784907,17.751815968495013
2022,12,Puttalam,2593.300300265004,3521.1083934917115,759.9784601228126,5.990523693612159,9.436570494557788,1.8695470119021191,17.296641200072063
2022,1,Ratnapura,68.00629464398878,97.1143510702827,2.8260068597244183,0.15709454062761408,0.2602664608683576,0.006951976874922068,0.4243129783708938
2022,2,Ratnapura,61.33901085536241,87.59333625947063,2.548947363673004,0.14169311507588714,0.2347501411753813,0.006270410514635589,0.38271366676590407
2022,3,Ratnapura,250.68987045235076,357.99015688653225,10.417437051533147,0.5790936007449302,0.9594136204559063,0.025626895146771543,1.5641341163476081
2022,4,Ratnapura,2062.1908758221302,2944.8498809841603,85.6945021287022,4.7636609231491205,7.8921976810375485,0.2108084752366074,12.866667079423278
2022,5,Ratnapura,3004.2780751550335,4290.1692737519,124.84300892076693,6.939882353608127,11.49765365365509,0.30711380194508664,18.74464980920831
2022,6,Ratnapura,3582.9983080077996,5116.593359330383,148.89177317802958,8.276726091498016,13.712470203005424,0.36627376201795275,22.355470056521394
2022,7,Ratnapura,3202.9631320560984,4573.895515114098,133.09938190309904,7.398844835049586,12.258039980505782,0.3274244794816236,19.984309295036994
2022,8,Ratnapura,2800.259191223067,3998.826220541051,116.36498834159366,6.468598731725284,10.716854271050016,0.2862578713203204,17.471710874095624
2022,9,Ratnapura,2733.5863533368033,3903.6160724329307,113.59439338107953,6.314584476208014,10.461691074120253,0.2794422077174556,17.055717758045727
2022,10,Ratnapura,2700.2499343936715,3856.0109983788707,112.20909590082245,6.23757734844938,10.334109475655373,0.2760343759160232,16.84772120002078
2022,11,Ratnapura,2600.2406775642767,3713.1957762166912,108.05320346005128,6.006555965173479,9.951364680260731,0.26581088051172613,16.223731525945936
2022,12,Ratnapura,2533.567839678013,3617.985628108571,105.28260849953713,5.85254170965621,9.696201483330968,0.25899521690886135,15.807738409896041
2022,1,Kegalle,51.53626540667161,60.48278528518025,2.1781991334183592,0.11904877308941145,0.16209386456428307,0.005358369868209163,0.28650100752190366
2022,2,Kegalle,46.483690366801824,54.553100453299805,1.9646501987694998,0.10737732474731224,0.14620230921484348,0.004833039488972969,0.25841267345112867
2022,3,Kegalle,189.97682149910315,222.9561496787036,8.029439942797087,0.43884645766292835,0.5975224811389257,0.01975242225928083,1.0561213610611349
2022,4,Kegalle,1562.7614598317182,1834.0515185006125,66.05068548689201,3.60997897221127,4.9152580695816415,0.1624846862977543,8.687721728090667
2022,5,Kegalle,2276.690312965316,2671.9159852453154,96.22514995277574,5.259154622949882,7.160734840457445,0.2367138688838283,12.656603332291155
2022,6,Kegalle,2715.2538264260106,3186.6126286525346,114.76119748029664,6.2722363390440865,8.540121844788791,0.2823125458015297,15.094670729634409
2022,7,Kegalle,2427.2570491534348,2848.6205932353514,102.58890820531172,5.606963783544436,7.634303189870741,0.2523687141850668,13.493635687600245
2022,8,Kegalle,2122.081516745301,2490.467629389774,89.69055255252064,4.902008303681646,6.674453246764594,0.22063875927920076,11.797100309725442
2022,9,Kegalle,2071.5557663466034,2431.17078107097,87.55506320603206,4.785293820260654,6.5155376932702,0.21538545548683885,11.516216969017693
2022,10,Kegalle,2046.2928911472543,2401.522356911568,86.48731853278777,4.726936578550159,6.436079916523002,0.21275880359065788,11.375775298663818
2022,11,Kegalle,1970.5042655492084,2312.577084433362,83.2840845130549,4.551864853418673,6.19770658628141,0.20487884790211505,10.954450287602198
2022,12,Kegalle,1919.9785151505107,2253.2802361145577,81.14859516656631,4.435150369997681,6.038791032787015,0.1996255441097531,10.673566946894448
2022,1,Galle,84.58761651837847,104.4047589888606,7.386747161033518,0.19539739415745422,0.2798047540901464,0.01817139801614245,0.4933735462637431
2022,2,Galle,76.29471293814525,94.16899830367815,6.6625562628929735,0.1762407868871155,0.2523729154538574,0.016389888406716714,0.44500359074768964
2022,3,Galle,311.8131746167676,384.8646017628586,27.229577770084333,0.720288433364733,1.031437132724461,0.06698476131440746,1.8187103274036016
2022,4,Galle,2564.995077366123,3165.9207799269197,223.9922447948693,5.925138628715744,8.484667690204144,0.5510209221953783,14.960827241115267
