"Data Source","World Development Indicators",

"Last Updated Date","2026-01-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Ecuador","ECU","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.4521971964089","27.2297103527387","30.8782657031684","21.603022534071","19.3885068762279","38.7709099537312","32.0770877944325","36.9426751592357","40.257116620753","30.3744664338378","30.2469845457972","39.2915837104072","36.7061990074859","37.8139615451239","41.0904466698458","47.8886899433005","51.8687570285109","46.6055257541674","38.1804503197378","48.2890774705721","54.5105074320861","44.6231303157689","45.1306517267037","51.0102312784799","50.8269563070847","47.4412331406551","39.7869146560246","26.3092180365297","27.4185275108573","21.8102406839513","20.2508960573477","19.0103681629105","23.8820891904993","","",
"Egypt, Arab Rep.","EGY","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.128443013027","77.3175090500848","78.4339010182756","77.7369627993885","77.4277837215044","77.7524366471735","78.7767471760492","79.4841514342439","80.5895245052886","78.5633987882327","82.2965588728357","81.5674455464566","85.3537392084314","85.9355136946724","87.0018460201976","87.8590486705309","88.2667429185405","86.9406772211078","88.0711980051096","89.9132289774857","90.7872958371069","90.6423281367513","91.1624140807169","91.1752982122141","91.1249528985921","91.5098646928328","91.7303235547203","92.0498581149117","91.1363943653508","87.9651787706098","87.6391497775581","87.8378964933518","87.4893743015693","87.2393436526751","",
"Euro area","EMU","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.8842366621609","51.0770817454611","49.9031593770417","48.1078708184095","48.4041904230728","49.0564370164167","47.9680533644722","48.4057918050435","49.5066166492312","49.4039831582628","49.0666963288788","48.2554491989008","50.0058413507188","50.5753498867387","50.0566183818739","51.0892062836339","50.4945416848875","51.4895764958082","49.897362289246","48.1738798852741","46.645709314325","46.817961906702","45.2041942487502","41.8073637817886","39.2860858382531","40.8493265195322","41.243125188085","42.3915722681725","39.2788419142785","37.3410330871878","34.5986072902725","34.786710260936","37.6586869580765","30.281466087039","",
"Eritrea","ERI","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","99.5327102803738","99.5073891625616","99.5475113122172","99.5412844036697","99.5867768595041","99.6268656716418","99.6503496503496","99.6575342465753","99.6632996632997","99.2805755395683","99.3265993265993","98.6622073578595","98.6970684039088","98.7616099071207","98.4662576687116","98.4520123839009","97.8494623655914","97.841726618705","97.4169741697417","97.463768115942","97.5975975975976","96.5811965811966","96.6759002770083","96.7741935483871","97.1204188481675","97.2431077694236","","",
"Spain","ESP","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.586757765447","45.7198605913954","51.1460289058858","47.2749072078162","47.1730520904772","51.1413010952182","43.1946761130122","50.5525152046722","49.6255429882796","57.1143882024711","55.0697649553611","50.7227711027131","58.5570175259542","53.4414244397904","57.0131512211848","62.6346983674677","60.9021602289462","61.428117183889","60.1651591353846","55.6398072092865","45.6794913888309","49.4563497330243","48.6022893015815","39.43234452843","38.2742180241005","43.5778591795978","39.0121228222775","45.752667503246","40.523661696763","40.4630073520532","32.8780854529508","31.9198576803056","35.9923269984339","27.2876731495732","",
"Estonia","EST","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","99.9914755775296","99.988798028453","99.9672810557313","99.908067111009","99.9233044812096","99.8918685121107","99.8130185812785","99.8067165982121","99.7885586749677","99.7878109159495","99.6481763809077","99.5176690619155","99.417701863354","98.9122978931896","98.6642005754213","98.8105004101723","98.1381721954447","93.8375669210616","91.9469299598889","90.8555029861165","87.6577254115484","90.3578154425612","88.2532540575285","83.9377217185652","86.4245213246775","85.2431610942249","83.1284373989","71.0177281680893","49.8848305363606","58.7451415880067","66.965085049239","49.5909486510009","",
"Ethiopia","ETH","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.6472545757072","10.5045492142266","7.2522159548751","8.67678958785249","6.68504479669194","6.48330058939096","5.8016219588272","2.97397769516729","2.9038112522686","1.15571776155718","1.37395459976105","0.944333996023857","1.02739726027397","0.696864111498258","0.708940527766837","0.421792618629174","0.305903946160905","4.56723992106005","12.3643102991792","11.0889110889111","0.620372223334","0.583688278908345","0.157998683344305","0.0918589964404639","0.0314762354422411","0.038259206121473","0.0318471337579618","0.0302114803625378","0.0275349349487162","0.0332513134268804","0","0.0129207313133923","0.0115353558657285","","",
"European Union","EUU","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.6433394801661","52.9331228644038","51.9179832148787","50.5870399638745","50.9668386127018","51.234200539846","51.0976161571792","50.5565013327546","50.9745237534428","50.8085249841295","50.7714933190405","49.9162876020073","51.371843512198","52.4617764433422","51.2375791604998","51.6430303061366","51.7930462585153","52.5147484381349","50.8401612693458","49.2568087657534","47.7790162189624","47.9252633911758","45.8557990573327","42.9988360150633","40.4859853193682","41.6512216713211","42.1547255860686","42.9133138907512","40.3660054855291","38.2503264457522","35.5668558776947","36.1260260375957","38.1823982120905","31.1648715660475","",
"Fragile and conflict affected situations","FCS","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.0508114248256","63.3301004373735","62.3302424418043","59.7614242632183","58.2101382586538","57.9408587091353","54.6257276357332","53.6772900983744","52.5616408005655","53.1366136657754","52.5048461733467","54.1230949223619","55.3892787276009","54.8252706575507","52.2618272521677","50.4203892360191","51.0548663774928","51.820205054852","53.1497753427","53.1200452963844","55.0855978457918","54.7673384314957","55.0115686267114","55.8959687307537","58.1748846465275","57.3671834634011","60.1194591922278","58.2969769746887","58.7640837573633","59.5726241614568","56.723227404818","54.8577549353608","55.5527645101257","","",
"Finland","FIN","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.2097394118837","34.9705101231332","31.883932438285","35.5474058186938","42.5774405387698","39.4690403685485","45.9573609329278","40.2466173239274","33.5585104108769","35.9315835696906","34.0902595175489","40.1001530488951","43.3153225268494","49.9276616939022","43.1463684547731","33.1798475532005","44.4102925454369","40.7163517754939","33.7005372455832","36.5288820435971","41.0999826462057","34.841702833975","26.003039297837","30.0223135972606","25.8099098305284","20.6912637210455","21.0116788108847","18.8054440709092","20.6766007713875","17.6591405680991","13.530252501191","13.2858212473309","10.2512952650098","5.22933529556046","",
"Fiji","FJI","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.8560586933599","22.3109148550725","26.6692733789508","43.1614537133454","41.1966826108989","47.1719403268719","49.348635235732","33.7773036228856","35.0815621446689","39.8952451462479","48.6772321055709","41.9768465817565","35.0153137693594","38.7913063221119","50.7841402605758","52.1654644486972","46.1749800982467","48.7468863250092","41.6638882552161","45.5244738150143","45.4473475851148","39.9343914763745","","","",
"France","FRA","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.1985473593646","13.2458501077809","10.8351774444718","7.26371148240132","7.00090381594868","7.71737942922347","8.35182130008551","7.62525506666402","10.5496835368764","9.65471990566845","9.1746704348889","8.18972576565429","9.14512317931968","9.83173322889432","9.54824728727139","10.7104976729895","9.61906103825393","9.88946378174976","9.35176697350673","9.18673321826748","9.7655488356488","9.90420236922621","9.45191854682511","8.77488672250446","5.83238651734026","7.30673923052649","9.57766039233192","11.1429541620072","8.03913250330198","8.92907769148113","8.59145414625908","8.34477657336302","11.8691837389586","7.43712665981813","",
"Faroe Islands","FRO","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.6412471825695","67.4336130092553","59.6096221075412","64.3812507531028","58.6295537614974","55.4884024828487","55.680591953137","55.3819315566773","60.5511240029007","61.016333938294","71.1023902961113","60.9203798392988","62.0713305898491","61.5726495726496","49.1814014407335","39.9046104928458","50.0630119722747","48.8782530661083","51.1647727272727","59.5700595700596","61.3077679449361","61.9159981123171","","","",
"Micronesia, Fed. Sts.","FSM","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.8170663692136","95.8170663692136","95.8170663692136","99.8372849837285","99.8372849837285","99.8372849837285","99.8372849837285","99.6982358402971","99.6173025629131","99.1279403327596","98.9094561630076","98.7252599798725","98.9023685730791","98.5444824001188","96.5715148769068","95.362962962963","93.6658506731946","93.6073059360731","93.7157185394139","93.4018468871016","93.8102556937264","95.052490507036","","","",
"Gabon","GAB","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.6073619631902","27.4111675126904","27.4924471299094","28.1281281281281","29.1744840525328","29.7629499561018","35.996705107084","35.031847133758","39.0171258376768","36.8975903614458","38.4030418250951","37.1002132196162","37.246963562753","40.8735332464146","41.5204678362573","47.9338842975207","42.7884615384615","53.3448673587082","50.4939626783754","47.9496992892291","52.5906735751295","58.3210603829161","57.4074074074074","52.2510231923602","52.313794623182","49.3581780538302","56.5815324165029","54.2271880819367","52.7927927927928","53.4014804370814","51.076187222412","53.4412955465587","51.8796992481203","","",
"United Kingdom","GBR","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.973262400035","76.0040263259775","73.5197465760038","70.0794176452018","70.2741609926276","70.7224562254334","70.8355540101861","69.469238534674","69.5778639823768","70.6075208066233","73.9448217700209","72.8204288584133","73.0171518879472","73.6610932249785","74.8811327987165","73.8824066915021","74.8793048766367","77.6992104911687","79.3827290657875","73.4961917146573","75.7208913503488","70.4473125643764","67.9846066369457","64.1395656580038","60.5428277857234","52.9457008889612","52.3893537655006","47.9048925848104","45.3868201736578","43.7637411059677","38.7321041005197","43.1260671922031","41.5896664004423","37.0596335278399","",
"Georgia","GEO","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.79014864471","42.8648399014778","41.6890801506186","36.8531802965088","38.5703918722787","36.1908265881776","16.5159315430639","15.5800642189027","16.9339069221744","16.1525445789405","21.0668103448276","20.1095574455817","6.75210141931928","8.85474860335196","12.6372039283651","14.1874225952938","27.0618910388363","18.1709073451752","15.272684254111","13.3909792007478","7.47728170683524","22.6044732195409","25.4976792160908","17.7751267521622","19.6316652203259","21.9606757130989","19.3191636426473","19.3565172144654","17.4020414883108","23.9541160593792","25.2710816381396","18.8137603795967","23.7750947634424","23.9388676623828","",
"Ghana","GHA","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0.34848724853477","0.458265139116203","0.310660562459124","0.0301795684321714","0.508277664827186","22.4696356275304","16.4133247089263","12.2109926623287","22.3947067056877","49.4981438196068","45.2907174430466","16.2278522934261","21.9063052445492","49.8932384341637","66.8959587274291","38.3469485824123","23.2306318374637","31.1891413396282","32.6893973114929","33.2423490488007","36.1302830554478","35.3145235892692","49.4117647058824","52.6641253706057","59.8862828713575","62.7646479566716","59.8482766203067","63.5651613542854","65.3441552552825","63.9357707083351","","",
"Gibraltar","GIB","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Guinea","GIN","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.0306681270537","42.7385892116183","41.3793103448276","53.6500579374276","38.5382059800665","39.2405565024377","36.9064442218777","35.308846905904","25.6509103849119","29.6600304450348","22.6001475352","24.0489032722042","32.2648556876061","25.8990312909592","39.698916987508","21.1253456139259","32.0519649806667","30.701629077694","36.7104093689549","36.1072489645382","38.1581793177747","11.8678065012871","","","",
"Gambia, The","GMB","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","99.9777975133215","99.8834375331143","99.7037436035551","99.5104514725309","99.3452002542912","99.2917328123092","99.1694945525987","99.0299633541712","98.7956389452333","98.7676969092722","98.1121686462676","97.9821169647173","97.8728470513533","97.9927607765712","98.3835925958112","98.5707722934","98.5707722934","98.5707722934","98.3699251184351","98.3699251184351","98.3974930575017","","","",
"Guinea-Bissau","GNB","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","98.0806142034549","98.0221518987342","98.0221518987342","92.9133858267717","92.9133858267717","92.9133858267717","92.9133858267717","","","",
"Equatorial Guinea","GNQ","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.1034482758621","90.3225806451613","85.7142857142857","84.375","81.8181818181818","79.4117647058823","77.4193548387097","74.0740740740741","84.0909090909091","86.5384615384615","89.7058823529412","70.6766917293233","70.6766917293233","72.3404255319149","77.4566473988439","78.4530386740332","79.6875","81.6037735849057","93.3014354066986","94.2857142857143","94.9275362318841","96.4467005076142","90.8469945355191","84.7539015606242","61.4447345517842","64.0492686682063","66.3090128755365","67.1417854463616","67.2821270310192","68.0911680911681","65.3437278525868","67.4740484429066","68.7458526874585","","",
"Greece","GRC","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.2890609376339","91.1405835543766","93.2265911095667","93.0201062610689","92.7259747932257","90.5660377358491","89.0596001597482","90.2427251413598","91.1588853633793","89.549081237911","91.2244860056089","93.1792790108744","92.0377966598301","88.7140633818474","88.8956290230175","88.1722759080307","86.3231834706937","91.4892276678846","89.6374845095609","86.224323443104","81.3796707603867","85.6652533817888","82.9409931265277","74.6780515117581","75.4170464001268","71.0567914562209","72.2216099048459","74.8869105779322","69.1130637227292","66.1929831777238","63.335474912437","59.3566663620579","57.0001898614012","50.6010096962898","",
"Grenada","GRD","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","99.8327335394597","99.8033334972221","99.7562607532021","99.6774666471192","99.6357830664072","99.463888326927","99.4221668742217","99.2470679086829","98.8433228180862","98.5293464255565","98.4580362511812","98.3750874161833","98.0325704225352","98.03426124197","","","",
"Greenland","GRL","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.62350835322196","47.3105354889116","45.8316610286107","44.0455070259919","68.8011511826603","51.8911439114391","57.2209132271693","55.3469668188983","56.967429836072","45.6531571392052","35.8550989851938","34.2102300446579","34.3355965082444","27.072723568955","26.0880562230131","24.6664019748313","24.7080650441995","28.7547477902808","27.4431417341351","25.0358261238788","25.6675294314102","22.9578216764549","","","",
"Guatemala","GTM","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.81927710843373","11.0287303058387","39.1763848396501","35.492133186974","36.5025466893039","35.290611028316","33.0415754923414","33.7618610345883","44.2773788150808","42.9866872467683","48.2804232804233","52.6950799122532","58.5341365461847","58.9704873026767","55.2203874658692","52.5158404770779","48.0406563801127","52.3809523809524","44.5859142005047","50.8897977230021","36.1520296862701","35.598388326255","33.548717948718","32.7480916030534","32.8074287774973","42.0327082798185","40.2040324524058","29.8533950617284","37.9762073360714","41.2660052143685","29.8576432883655","26.5435288039266","23.5860409145608","","",
"Guam","GUM","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","99.9955087467158","99.9910430382014","99.9857673936682","99.9668110676355","99.9141490535955","99.8452067258268","98.2023937037209","96.1768411407628","96.4292380526819","95.7055637956607","95.5317864228414","95.3042628216318","95.1992291235295","","","",
"Guyana","GUY","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.5486742790788","95.5772153225384","94.8487189659853","94.5061082024433","94.6304161232429","94.0017628911415","94.086029232118","94.0449453496127","94.9859785363749","91.9416051856745","90.2309077206498","90.6279137383075","92.7685100663062","91.554693137274","92.1609781928465","93.2591917932985","92.1618700646713","92.1747042766151","92.0748827376627","92.8874336607597","92.7739820077728","92.8938285468928","","","",
"High income","HIC","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.6501340088355","61.0729406416666","60.8958044334871","60.0767671379034","60.4633979304775","59.7156415100565","59.8337067219445","60.3833803906627","60.9675348583727","60.8814268438542","61.5790417930371","61.5894224714636","61.9789165090605","63.0062299792013","62.4796230600314","62.7078799081673","62.638568317954","63.733868641134","63.186850020379","61.6550809492538","62.2987639387245","62.854801189305","63.1958771497726","61.9453377405905","61.0262632168406","60.7365435489008","60.0022589221838","59.1452004104002","58.676511047932","57.3838646119826","55.4325961843113","55.6939539659866","55.5244117307155","48.0972001654035","",
"Hong Kong SAR, China","HKG","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","99.9974104668928","99.899876771411","99.8973522135074","99.8941443767427","99.8930481283422","99.8797184900832","99.8840146399299","99.8977086743044","99.8820606760182","99.8000052630194","99.7516339869281","99.7406316699538","99.731932819082","99.6344435418359","99.5195041510292","99.2876608834084","99.0774856636286","","",
"Honduras","HND","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.72488141440276","1.44927536231884","6.44472897994025","11.8657298985168","22.1841541755889","38.6730205278592","33.5180958591457","33.5140306122449","43.6896046852123","36.2597547380156","38.0262438490979","50.293442204644","59.4548962855765","59.9913024570559","68.9005871633934","66.5827338129496","62.8962295628962","62.1681415929204","61.1822884966525","53.4503092190421","53.1073046432616","55.5993476488176","54.8984314733865","57.533234859675","59.4542381067375","55.7090748314358","51.7744183553125","42.5082297971753","36.9732390033836","46.6153412825087","44.4850761019964","38.5521582733813","40.5024239753195","47.9434771637648","",
"Heavily indebted poor countries (HIPC)","HPC","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.3263512823133","12.297414326364","14.6083577268598","14.8921413880518","17.5233080527511","19.4949449154463","20.1715235844929","22.236651934396","24.7682830880236","23.3386187455955","25.1090195044401","26.4805829089904","29.7237978693826","30.3201260273433","30.0375534115088","31.2872206037794","33.9157864511405","35.0765921883499","34.13803968006","31.3473196309073","30.6771408472833","31.9933303448448","32.9634307126053","32.7171672030617","33.0120827703948","37.8737068900925","40.4853595747623","40.8578649796423","39.6354779300921","39.6678326134643","39.0611400711876","38.5655140949609","38.3347404611989","","",
"Croatia","HRV","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.6068973289755","35.4561301568855","51.0784093462143","52.2271016311167","37.9801664196968","38.6481241914618","29.5623377785733","42.7693208430913","47.3128598848368","43.4625163726019","42.629199539048","43.64118978843","53.6642655809584","58.3610021128886","44.7748391708363","45.5629843488831","48.1030121867096","61.3895664489732","53.8282522690249","43.7458193979933","36.8943765937458","52.3608546557637","49.5676429567643","33.2479362368346","25.8152574885643","32.6931509251951","33.1591263650546","38.9468413585913","27.6208642065879","33.7460815047022","35.0093388121031","30.111768573307","36.2447257383966","29.7930562681717","",
"Haiti","HTI","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.6030150753769","25.4273504273504","24.113475177305","24.7252747252747","17.0818505338078","48.8888888888889","55.0413223140496","66.9421487603306","53.8461538461538","41.9770773638968","48.2632541133455","52.3569023569024","52.4680073126143","52.3364485981308","52.4680073126143","52.3381294964029","52.4561403508772","67.0940170940171","62.7572016460905","71.2898751733703","74.3849493487699","87.7406281661601","79.8365122615804","86.5530303030303","91.1992263056093","91.8269230769231","93.2780847145488","87.6181474480151","80.8206106870229","83.2706766917293","85.7003891050584","86.7248062015504","81.4229249011858","","",
"Hungary","HUN","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.967083978056","53.3825050896105","55.142812056178","57.3477138082941","57.3325376697001","57.9869480863072","58.7403818751781","59.6604231997062","61.7746706103791","61.9449143582153","58.8587991247762","60.3487573802005","60.6742816052217","66.6656904378386","61.7983861397888","55.8787336391095","57.9296689812878","58.1931931931932","56.8044971892567","48.6521109502061","49.3377217628642","48.5604819678503","46.4212501804533","39.6217072687661","35.4725708261062","36.538208168643","38.555576452887","39.6566914780495","38.0671718589204","37.7795923128518","37.1085027197252","35.484496124031","33.5074439261473","27.6916584611056","",
"IBRD only","IBD","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.8794831039107","70.5943967511233","70.3483280544398","69.3266185406103","68.9014947748498","68.7044984920717","69.1671246719994","69.2895569323126","69.2470287422032","69.978704928305","70.4636938791596","70.6481771797818","71.3465527182855","72.661083606133","72.226265204412","72.3193464256327","72.9594233304772","73.9308238955618","73.5993865567552","73.4043136964882","73.2779442473221","74.1812907051898","73.2620623917236","73.0517130306147","72.5972018980324","71.5614712273559","70.332619905596","69.9117458613612","68.9083812165074","67.6378666971011","66.244517739061","66.2529598368791","64.8810046596035","39.7641793968891","",
"IDA & IBRD total","IBT","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.9101641968048","69.6271962089905","69.4085771165526","68.4355486364244","67.99174840016","67.9372584259605","68.4530386053697","68.658585036542","68.6402548441313","69.3049432990495","69.8029491462995","69.9682644451258","70.6413745803539","71.8206793855228","71.49580661434","71.5477819020309","72.2779417188263","73.2671308546265","73.0022755204892","72.7815826986336","72.5564607444512","73.4563701977862","72.5812365338284","72.345413786877","71.9545936293585","71.0105993282119","69.9083662062797","69.4873158037123","68.4831696127212","67.260043953889","65.9148212122998","65.8735576613757","64.5313898637006","39.5511251444534","",
"IDA total","IDA","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.4708058099986","52.1637516093001","52.5011536277155","52.1166684327646","51.4864864864865","54.0160419215701","55.2735831187307","56.895839643162","57.3783086478739","56.9380740201873","58.323814196824","58.2987490563208","58.5576996940636","56.6843126311211","58.3429988612473","57.3751944408587","59.3325464196551","59.9415438874212","60.6374998562836","59.8967537589037","57.3377692789472","57.635020332406","57.2826483345817","56.3858609687515","57.4003018211609","58.7678802093618","60.8034652327211","60.2162189033125","59.097802803482","58.8921603938116","58.8664860367554","57.7655746699307","56.775683226486","10.2731638195702","",
"IDA blend","IDB","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.9163645346104","67.1847089651482","65.8853493499582","67.2658026896246","65.5782445173881","66.4505742811559","67.9629496661162","68.5149945133555","69.0026602143294","70.0274255301817","73.0694661095813","71.7916980683133","69.1356057497215","65.2793356232473","67.8954780420227","65.7007080445067","68.2573955269396","68.8381841409946","69.4613707222417","69.1349428006321","66.3584935914375","69.1327634013406","68.7399059603385","69.9406578577443","70.5326619733404","70.3857217178205","71.6380472600573","70.4809091943465","70.1387514371079","67.9687772040599","70.3115674001549","68.5325094939437","65.5419991032748","10.2731638195702","",
"Indonesia","IDN","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.0828665013622","79.4429566148902","76.1616842916677","80.2246696035242","84.3432376650181","83.5383159886471","84.3846964680731","89.6128372193204","83.8765480636918","85.1876266510413","84.0439324939727","82.525134809489","85.0467116996405","86.3614636996123","86.3934821866964","86.3944671408072","87.7412227966815","87.0961161018917","86.6841675260839","86.7669383953972","84.7970625617851","88.4564757954134","89.1500241196334","88.1430557355945","88.9995459743055","89.8887158523133","88.1172298070323","88.2520227509413","83.9937721728772","84.7842884739214","83.4035914628074","83.6556295079228","82.762621140552","84.0174410556914","",
"IDA only","IDX","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.6177894442412","32.2468228960164","33.7425143319907","31.3252885844175","32.5184432210469","37.488725556046","39.0398941789221","41.7208631527389","42.8186451768433","41.8290666603979","43.3270232953808","44.5865485147726","47.3873864079734","47.7110090234853","48.5459519016868","49.148962108344","50.7903179360339","51.9387791305098","53.0192540750332","52.1371277404556","50.0672310319404","48.6419226925091","48.2337825795065","45.3036561753127","46.4500186534445","48.874593562473","51.6922375863379","52.3719797355315","51.0235697690182","52.3435848001363","50.5680747888105","49.8447702434726","49.8855269145944","","",
"Isle of Man","IMN","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Electricity production from oil, gas and coal sources (% of total)","EG.ELC.FOSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.1132759871489","75.183339616246","76.9532869788881","78.6841138066768","77.0308537287424","80.5980001291474","81.914959375279","81.5623309839204","80.6493861833926","82.1566014704101","83.3770006772894","83.4527794071978","84.669136371856","83.7926936489122","82.8151692162848","80.680574985072","79.4806731647685","79.5205737552487","81.4019952426599","82.0436701004177","80.6568866334174","79.1698846437817","80.8404154524182","79.4819099812249","80.6467435804898","81.87534846176","81.2130597694588","80.4613746410824","79.7155778881978","77.4346965014172","75.9731973374339","75.5798235933236","74.9875814205977","77.5930339369078","",
