pollutant,urban_area,year,month,station,value_ug_m3
NO2,Kandy,2015,APR,Goodshed Junction / Post Office,30
NO2,Kandy,2015,APR,Colombo Street / George E. Silva,19
NO2,Kandy,2015,APR,Kandy Municipal Council,25
NO2,Kandy,2015,APR,High School Junction / B.C.A.S. School,27
NO2,Kandy,2015,APR,Gatambe Junction / Gatambe Temple,14
NO2,Kandy,2015,APR,Kandy District Average,28
NO2,Kandy,2015,MAY,Maligaawa Junction / Temple of Tooth,26
NO2,Kandy,2015,MAY,Super Market Junction / Clock Tower,57
NO2,Kandy,2015,MAY,Ampitiya Junction / E. L. Senanayake,29
NO2,Kandy,2015,MAY,Childrens Park,20
NO2,Kandy,2015,MAY,Wels Park,59
NO2,Kandy,2015,MAY,Goodshed Junction / Post Office,37
NO2,Kandy,2015,MAY,Colombo Street / George E. Silva,27
NO2,Kandy,2015,MAY,Kandy Municipal Council,32
NO2,Kandy,2015,MAY,High School Junction / B.C.A.S. School,31
NO2,Kandy,2015,MAY,Gatambe Junction / Gatambe Temple,49
NO2,Kandy,2015,MAY,Kandy District Average,37
NO2,Kandy,2015,JUN,Maligaawa Junction / Temple of Tooth,26
NO2,Kandy,2015,JUN,Super Market Junction / Clock Tower,40
NO2,Kandy,2015,JUN,Ampitiya Junction / E. L. Senanayake,32
NO2,Kandy,2015,JUN,Childrens Park,21
NO2,Kandy,2015,JUN,Wels Park,53
NO2,Kandy,2015,JUN,Goodshed Junction / Post Office,42
NO2,Kandy,2015,JUN,Colombo Street / George E. Silva,21
NO2,Kandy,2015,JUN,Kandy Municipal Council,30
NO2,Kandy,2015,JUN,High School Junction / B.C.A.S. School,37
NO2,Kandy,2015,JUN,Gatambe Junction / Gatambe Temple,40
NO2,Kandy,2015,JUN,Kandy District Average,34
NO2,Kandy,2015,AUG,Maligaawa Junction / Temple of Tooth,37
NO2,Kandy,2015,AUG,Super Market Junction / Clock Tower,76
NO2,Kandy,2015,AUG,Ampitiya Junction / E. L. Senanayake,36
NO2,Kandy,2015,AUG,Childrens Park,29
NO2,Kandy,2015,AUG,Wels Park,78
NO2,Kandy,2015,AUG,Goodshed Junction / Post Office,45
NO2,Kandy,2015,AUG,Colombo Street / George E. Silva,22
NO2,Kandy,2015,AUG,Kandy Municipal Council,25
NO2,Kandy,2015,AUG,High School Junction / B.C.A.S. School,57
NO2,Kandy,2015,AUG,Gatambe Junction / Gatambe Temple,47
NO2,Kandy,2015,AUG,Kandy District Average,45
NO2,Kandy,2015,SEP,Maligaawa Junction / Temple of Tooth,32
NO2,Kandy,2015,SEP,Super Market Junction / Clock Tower,54
NO2,Kandy,2015,SEP,Ampitiya Junction / E. L. Senanayake,33
NO2,Kandy,2015,SEP,Childrens Park,34
NO2,Kandy,2015,SEP,Wels Park,57
NO2,Kandy,2015,SEP,Goodshed Junction / Post Office,32
NO2,Kandy,2015,SEP,Colombo Street / George E. Silva,18
NO2,Kandy,2015,SEP,Kandy Municipal Council,18
NO2,Kandy,2015,SEP,High School Junction / B.C.A.S. School,48
NO2,Kandy,2015,SEP,Gatambe Junction / Gatambe Temple,35
NO2,Kandy,2015,SEP,Kandy District Average,36
NO2,Kandy,2015,OCT,Maligaawa Junction / Temple of Tooth,20
NO2,Kandy,2015,OCT,Super Market Junction / Clock Tower,42
NO2,Kandy,2015,OCT,Ampitiya Junction / E. L. Senanayake,55
NO2,Kandy,2015,OCT,Childrens Park,47
NO2,Kandy,2015,OCT,Wels Park,43
NO2,Kandy,2015,OCT,Goodshed Junction / Post Office,49
NO2,Kandy,2015,OCT,Colombo Street / George E. Silva,11
NO2,Kandy,2015,OCT,Kandy Municipal Council,12
NO2,Kandy,2015,OCT,High School Junction / B.C.A.S. School,25
NO2,Kandy,2015,OCT,Gatambe Junction / Gatambe Temple,43
NO2,Kandy,2015,OCT,Kandy District Average,35
NO2,Kandy,2015,NOV,Maligaawa Junction / Temple of Tooth,30
NO2,Kandy,2015,NOV,Super Market Junction / Clock Tower,39
NO2,Kandy,2015,NOV,Ampitiya Junction / E. L. Senanayake,28
NO2,Kandy,2015,NOV,Childrens Park,41
NO2,Kandy,2015,NOV,Wels Park,39
NO2,Kandy,2015,NOV,Goodshed Junction / Post Office,42
NO2,Kandy,2015,NOV,Colombo Street / George E. Silva,12
NO2,Kandy,2015,NOV,Kandy Municipal Council,31
NO2,Kandy,2015,NOV,High School Junction / B.C.A.S. School,19
NO2,Kandy,2015,NOV,Gatambe Junction / Gatambe Temple,36
NO2,Kandy,2015,NOV,Kandy District Average,32
NO2,Kandy,2015,DEC,Maligaawa Junction / Temple of Tooth,37
NO2,Kandy,2015,DEC,Super Market Junction / Clock Tower,95
NO2,Kandy,2015,DEC,Ampitiya Junction / E. L. Senanayake,46
NO2,Kandy,2015,DEC,Childrens Park,29
NO2,Kandy,2015,DEC,Wels Park,78
NO2,Kandy,2015,DEC,Goodshed Junction / Post Office,39
NO2,Kandy,2015,DEC,Colombo Street / George E. Silva,65
NO2,Kandy,2015,DEC,Kandy Municipal Council,37
NO2,Kandy,2015,DEC,High School Junction / B.C.A.S. School,50
NO2,Kandy,2015,DEC,Gatambe Junction / Gatambe Temple,23
NO2,Kandy,2015,DEC,Kandy District Average,50
NO2,Kandy,2016,AVG,Maligaawa Junction / Temple of Tooth,26
NO2,Kandy,2016,AVG,Super Market Junction / Clock Tower,54
NO2,Kandy,2016,AVG,Ampitiya Junction / E. L. Senanayake,33
NO2,Kandy,2016,AVG,Childrens Park,28
NO2,Kandy,2016,AVG,Wels Park,54
NO2,Kandy,2016,AVG,Goodshed Junction / Post Office,42
NO2,Kandy,2016,AVG,Colombo Street / George E. Silva,23
NO2,Kandy,2016,AVG,Kandy Municipal Council,26
NO2,Kandy,2016,AVG,High School Junction / B.C.A.S. School,36
NO2,Kandy,2016,AVG,Gatambe Junction / Gatambe Temple,37
NO2,Kandy,2016,AVG,Kandy District Average,36
NO2,Kandy,2016,JAN,Maligaawa Junction / Temple of Tooth,19
NO2,Kandy,2016,JAN,Super Market Junction / Clock Tower,54
NO2,Kandy,2016,JAN,Ampitiya Junction / E. L. Senanayake,36
NO2,Kandy,2016,JAN,Childrens Park,29
NO2,Kandy,2016,JAN,Wels Park,59
NO2,Kandy,2016,JAN,Goodshed Junction / Post Office,57
NO2,Kandy,2016,JAN,Colombo Street / George E. Silva,22
NO2,Kandy,2016,JAN,Kandy Municipal Council,36
NO2,Kandy,2016,JAN,High School Junction / B.C.A.S. School,51
NO2,Kandy,2016,JAN,Gatambe Junction / Gatambe Temple,34
NO2,Kandy,2016,JAN,Kandy District Average,40
NO2,Kandy,2016,FEB,Maligaawa Junction / Temple of Tooth,30
NO2,Kandy,2016,FEB,Super Market Junction / Clock Tower,61
NO2,Kandy,2016,FEB,Ampitiya Junction / E. L. Senanayake,37
NO2,Kandy,2016,FEB,Childrens Park,29
NO2,Kandy,2016,FEB,Wels Park,62
NO2,Kandy,2016,FEB,Goodshed Junction / Post Office,60
NO2,Kandy,2016,FEB,Colombo Street / George E. Silva,29
NO2,Kandy,2016,FEB,Kandy Municipal Council,39
NO2,Kandy,2016,FEB,High School Junction / B.C.A.S. School,50
NO2,Kandy,2016,FEB,Gatambe Junction / Gatambe Temple,49
NO2,Kandy,2016,FEB,Kandy District Average,45
NO2,Kandy,2016,MAR,Maligaawa Junction / Temple of Tooth,33
NO2,Kandy,2016,MAR,Super Market Junction / Clock Tower,60
NO2,Kandy,2016,MAR,Ampitiya Junction / E. L. Senanayake,33
NO2,Kandy,2016,MAR,Childrens Park,31
NO2,Kandy,2016,MAR,Wels Park,72
NO2,Kandy,2016,MAR,Goodshed Junction / Post Office,62
NO2,Kandy,2016,MAR,Colombo Street / George E. Silva,32
NO2,Kandy,2016,MAR,Kandy Municipal Council,29
NO2,Kandy,2016,MAR,High School Junction / B.C.A.S. School,52
NO2,Kandy,2016,MAR,Gatambe Junction / Gatambe Temple,57
NO2,Kandy,2016,MAR,Kandy District Average,46
NO2,Kandy,2016,APR,Maligaawa Junction / Temple of Tooth,28
NO2,Kandy,2016,APR,Super Market Junction / Clock Tower,63
NO2,Kandy,2016,APR,Ampitiya Junction / E. L. Senanayake,30
NO2,Kandy,2016,APR,Childrens Park,29
NO2,Kandy,2016,APR,Wels Park,74
NO2,Kandy,2016,APR,Goodshed Junction / Post Office,54
NO2,Kandy,2016,APR,Colombo Street / George E. Silva,28
NO2,Kandy,2016,APR,Kandy Municipal Council,31
NO2,Kandy,2016,APR,High School Junction / B.C.A.S. School,57
NO2,Kandy,2016,APR,Gatambe Junction / Gatambe Temple,45
NO2,Kandy,2016,APR,Kandy District Average,44
NO2,Kandy,2016,MAY,Maligaawa Junction / Temple of Tooth,27
NO2,Kandy,2016,MAY,Super Market Junction / Clock Tower,60
NO2,Kandy,2016,MAY,Ampitiya Junction / E. L. Senanayake,29
NO2,Kandy,2016,MAY,Childrens Park,34
NO2,Kandy,2016,MAY,Wels Park,60
NO2,Kandy,2016,MAY,Goodshed Junction / Post Office,38
NO2,Kandy,2016,MAY,Colombo Street / George E. Silva,23
NO2,Kandy,2016,MAY,Kandy Municipal Council,23
NO2,Kandy,2016,MAY,High School Junction / B.C.A.S. School,54
NO2,Kandy,2016,MAY,Gatambe Junction / Gatambe Temple,36
NO2,Kandy,2016,MAY,Kandy District Average,38
NO2,Kandy,2016,JUN,Maligaawa Junction / Temple of Tooth,19
NO2,Kandy,2016,JUN,Super Market Junction / Clock Tower,44
NO2,Kandy,2016,JUN,Ampitiya Junction / E. L. Senanayake,36
NO2,Kandy,2016,JUN,Childrens Park,36
NO2,Kandy,2016,JUN,Wels Park,84
NO2,Kandy,2016,JUN,Goodshed Junction / Post Office,47
NO2,Kandy,2016,JUN,Colombo Street / George E. Silva,20
NO2,Kandy,2016,JUN,Kandy Municipal Council,39
NO2,Kandy,2016,JUN,High School Junction / B.C.A.S. School,53
NO2,Kandy,2016,JUN,Gatambe Junction / Gatambe Temple,34
NO2,Kandy,2016,JUN,Kandy District Average,41
NO2,Kandy,2016,AUG,Maligaawa Junction / Temple of Tooth,27
NO2,Kandy,2016,AUG,Super Market Junction / Clock Tower,49
NO2,Kandy,2016,AUG,Ampitiya Junction / E. L. Senanayake,42
NO2,Kandy,2016,AUG,Childrens Park,34
NO2,Kandy,2016,AUG,Wels Park,59
NO2,Kandy,2016,AUG,Goodshed Junction / Post Office,62
NO2,Kandy,2016,AUG,Colombo Street / George E. Silva,23
NO2,Kandy,2016,AUG,Kandy Municipal Council,35
NO2,Kandy,2016,AUG,High School Junction / B.C.A.S. School,45
NO2,Kandy,2016,AUG,Gatambe Junction / Gatambe Temple,49
NO2,Kandy,2016,AUG,Kandy District Average,43
NO2,Kandy,2016,SEP,Maligaawa Junction / Temple of Tooth,25
NO2,Kandy,2016,SEP,Super Market Junction / Clock Tower,43
NO2,Kandy,2016,SEP,Ampitiya Junction / E. L. Senanayake,31
NO2,Kandy,2016,SEP,Childrens Park,22
NO2,Kandy,2016,SEP,Wels Park,64
NO2,Kandy,2016,SEP,Goodshed Junction / Post Office,54
NO2,Kandy,2016,SEP,Colombo Street / George E. Silva,22
NO2,Kandy,2016,SEP,Kandy Municipal Council,24
NO2,Kandy,2016,SEP,High School Junction / B.C.A.S. School,32
NO2,Kandy,2016,SEP,Gatambe Junction / Gatambe Temple,38
NO2,Kandy,2016,SEP,Kandy District Average,36
NO2,Kandy,2016,OCT,Maligaawa Junction / Temple of Tooth,25
NO2,Kandy,2016,OCT,Super Market Junction / Clock Tower,52
NO2,Kandy,2016,OCT,Ampitiya Junction / E. L. Senanayake,25
NO2,Kandy,2016,OCT,Childrens Park,25
NO2,Kandy,2016,OCT,Wels Park,41
NO2,Kandy,2016,OCT,Goodshed Junction / Post Office,34
NO2,Kandy,2016,OCT,Colombo Street / George E. Silva,21
NO2,Kandy,2016,OCT,Kandy Municipal Council,27
NO2,Kandy,2016,OCT,High School Junction / B.C.A.S. School,39
NO2,Kandy,2016,OCT,Gatambe Junction / Gatambe Temple,40
NO2,Kandy,2016,OCT,Kandy District Average,33
NO2,Kandy,2016,NOV,Maligaawa Junction / Temple of Tooth,49
NO2,Kandy,2016,NOV,Super Market Junction / Clock Tower,44
NO2,Kandy,2016,NOV,Ampitiya Junction / E. L. Senanayake,31
NO2,Kandy,2016,NOV,Childrens Park,29
NO2,Kandy,2016,NOV,Wels Park,50
NO2,Kandy,2016,NOV,Goodshed Junction / Post Office,36
NO2,Kandy,2016,NOV,Colombo Street / George E. Silva,23
NO2,Kandy,2016,NOV,Kandy Municipal Council,30
NO2,Kandy,2016,NOV,High School Junction / B.C.A.S. School,49
NO2,Kandy,2016,NOV,Gatambe Junction / Gatambe Temple,44
NO2,Kandy,2016,NOV,Kandy District Average,39
NO2,Kandy,2016,DEC,Maligaawa Junction / Temple of Tooth,14
NO2,Kandy,2016,DEC,Super Market Junction / Clock Tower,75
NO2,Kandy,2016,DEC,Ampitiya Junction / E. L. Senanayake,42
NO2,Kandy,2016,DEC,Childrens Park,24
NO2,Kandy,2016,DEC,Wels Park,54
NO2,Kandy,2016,DEC,Goodshed Junction / Post Office,60
NO2,Kandy,2016,DEC,Colombo Street / George E. Silva,25
NO2,Kandy,2016,DEC,Kandy Municipal Council,38
NO2,Kandy,2016,DEC,High School Junction / B.C.A.S. School,45
NO2,Kandy,2016,DEC,Gatambe Junction / Gatambe Temple,35
NO2,Kandy,2016,DEC,Kandy District Average,41
NO2,Kandy,2017,AVG,Maligaawa Junction / Temple of Tooth,28
NO2,Kandy,2017,AVG,Super Market Junction / Clock Tower,54
NO2,Kandy,2017,AVG,Ampitiya Junction / E. L. Senanayake,33
NO2,Kandy,2017,AVG,Childrens Park,29
NO2,Kandy,2017,AVG,Wels Park,60
NO2,Kandy,2017,AVG,Goodshed Junction / Post Office,52
NO2,Kandy,2017,AVG,Colombo Street / George E. Silva,25
NO2,Kandy,2017,AVG,Kandy Municipal Council,32
NO2,Kandy,2017,AVG,High School Junction / B.C.A.S. School,46
NO2,Kandy,2017,AVG,Gatambe Junction / Gatambe Temple,42
NO2,Kandy,2017,AVG,Kandy District Average,40
NO2,Gampaha,,JAN,Kirindiwita,5
NO2,Gampaha,,JAN,Pahalagama,24
NO2,Gampaha,,JAN,Asgiriya,5
NO2,Gampaha,,JAN,Oruthota Road,41
NO2,Gampaha,,JAN,Oruthota,26
NO2,Gampaha,,JAN,Gampaha Railway,98
NO2,Gampaha,,JAN,Gampaha Police Station,21
NO2,Gampaha,,JAN,Vilabada Road,12
NO2,Gampaha,,JAN,Gampaha Hospital,33
NO2,Gampaha,,JAN,Miriswaththa,12
NO2,Gampaha,,JAN,Gampaha District Average,27
NO2,Gampaha,,FEB,Kirindiwita,23
NO2,Gampaha,,FEB,Pahalagama,38
NO2,Gampaha,,FEB,Asgiriya,20
NO2,Gampaha,,FEB,Oruthota Road,42
NO2,Gampaha,,FEB,Oruthota,29
NO2,Gampaha,,FEB,Gampaha Railway,93
NO2,Gampaha,,FEB,Gampaha Police Station,48
NO2,Gampaha,,FEB,Vilabada Road,15
NO2,Gampaha,,FEB,Gampaha Hospital,19
NO2,Gampaha,,FEB,Miriswaththa,69
NO2,Gampaha,,FEB,Gampaha District Average,25
NO2,Gampaha,,MAR,Kirindiwita,19
NO2,Gampaha,,MAR,Pahalagama,41
NO2,Gampaha,,MAR,Asgiriya,19
NO2,Gampaha,,MAR,Oruthota Road,47
NO2,Gampaha,,MAR,Oruthota,39
NO2,Gampaha,,MAR,Gampaha Railway,88
NO2,Gampaha,,MAR,Gampaha Police Station,44
NO2,Gampaha,,MAR,Vilabada Road,25
NO2,Gampaha,,MAR,Gampaha Hospital,45
NO2,Gampaha,,MAR,Miriswaththa,70
NO2,Gampaha,,MAR,Gampaha District Average,28
NO2,Gampaha,,APR,Kirindiwita,35
NO2,Gampaha,,APR,Pahalagama,64
NO2,Gampaha,,APR,Asgiriya,30
NO2,Gampaha,,APR,Oruthota Road,64
NO2,Gampaha,,APR,Oruthota,52
NO2,Gampaha,,APR,Gampaha Railway,83
NO2,Gampaha,,APR,Gampaha Police Station,62
NO2,Gampaha,,APR,Vilabada Road,34
NO2,Gampaha,,APR,Gampaha Hospital,67
NO2,Gampaha,,APR,Miriswaththa,115
NO2,Gampaha,,APR,Gampaha District Average,35
NO2,Gampaha,,MAY,Kirindiwita,22
NO2,Gampaha,,MAY,Pahalagama,41
NO2,Gampaha,,MAY,Asgiriya,23
NO2,Gampaha,,MAY,Oruthota Road,25
NO2,Gampaha,,MAY,Oruthota,40
NO2,Gampaha,,MAY,Gampaha Railway,88
NO2,Gampaha,,MAY,Gampaha Police Station,50
NO2,Gampaha,,MAY,Vilabada Road,60
NO2,Gampaha,,MAY,Gampaha Hospital,61
NO2,Gampaha,,MAY,Miriswaththa,93
NO2,Gampaha,,MAY,Gampaha District Average,35
NO2,Gampaha,,JUN,Kirindiwita,21
NO2,Gampaha,,JUN,Pahalagama,52
NO2,Gampaha,,JUN,Asgiriya,27
NO2,Gampaha,,JUN,Oruthota Road,67
NO2,Gampaha,,JUN,Oruthota,68
NO2,Gampaha,,JUN,Gampaha Railway,65
NO2,Gampaha,,JUN,Gampaha Police Station,46
NO2,Gampaha,,JUN,Vilabada Road,25
NO2,Gampaha,,JUN,Gampaha Hospital,63
NO2,Gampaha,,JUN,Miriswaththa,63
NO2,Gampaha,,JUN,Gampaha District Average,27
NO2,Gampaha,,AUG,Kirindiwita,19
NO2,Gampaha,,AUG,Pahalagama,39
NO2,Gampaha,,AUG,Asgiriya,22
NO2,Gampaha,,AUG,Oruthota Road,53
NO2,Gampaha,,AUG,Oruthota,50
NO2,Gampaha,,AUG,Gampaha Railway,57
NO2,Gampaha,,AUG,Gampaha Police Station,48
NO2,Gampaha,,AUG,Vilabada Road,24
NO2,Gampaha,,AUG,Gampaha Hospital,54
NO2,Gampaha,,AUG,Miriswaththa,146
NO2,Gampaha,,AUG,Gampaha District Average,50
NO2,Gampaha,,SEP,Kirindiwita,21
NO2,Gampaha,,SEP,Pahalagama,55
NO2,Gampaha,,SEP,Asgiriya,23
NO2,Gampaha,,SEP,Oruthota Road,83
NO2,Gampaha,,SEP,Oruthota,32
NO2,Gampaha,,SEP,Gampaha Railway,59
NO2,Gampaha,,SEP,Gampaha Police Station,54
NO2,Gampaha,,SEP,Vilabada Road,31
NO2,Gampaha,,SEP,Gampaha Hospital,64
NO2,Gampaha,,SEP,Miriswaththa,32
NO2,Gampaha,,SEP,Gampaha District Average,63
NO2,Gampaha,,OCT,Kirindiwita,28
NO2,Gampaha,,OCT,Pahalagama,52
NO2,Gampaha,,OCT,Asgiriya,28
NO2,Gampaha,,OCT,Oruthota Road,81
NO2,Gampaha,,OCT,Oruthota,47
NO2,Gampaha,,OCT,Gampaha Railway,89
NO2,Gampaha,,OCT,Gampaha Police Station,69
NO2,Gampaha,,OCT,Vilabada Road,25
NO2,Gampaha,,OCT,Gampaha Hospital,81
NO2,Gampaha,,OCT,Miriswaththa,70
NO2,Gampaha,,OCT,Gampaha District Average,63
NO2,Gampaha,,NOV,Kirindiwita,32
NO2,Gampaha,,NOV,Pahalagama,42
NO2,Gampaha,,NOV,Asgiriya,26
NO2,Gampaha,,NOV,Oruthota Road,82
NO2,Gampaha,,NOV,Oruthota,50
NO2,Gampaha,,NOV,Gampaha Railway,48
NO2,Gampaha,,NOV,Gampaha Police Station,59
NO2,Gampaha,,NOV,Vilabada Road,26
NO2,Gampaha,,NOV,Gampaha Hospital,77
NO2,Gampaha,,NOV,Miriswaththa,33
NO2,Gampaha,,NOV,Gampaha District Average,69
NO2,Gampaha,,DEC,Kirindiwita,20
NO2,Gampaha,,DEC,Pahalagama,45
NO2,Gampaha,,DEC,Asgiriya,23
NO2,Gampaha,,DEC,Oruthota Road,50
NO2,Gampaha,,DEC,Oruthota,60
NO2,Gampaha,,DEC,Gampaha Railway,29
NO2,Gampaha,,DEC,Gampaha Police Station,37
NO2,Gampaha,,DEC,Vilabada Road,28
NO2,Gampaha,,DEC,Gampaha Hospital,40
NO2,Gampaha,,DEC,Miriswaththa,49
NO2,Gampaha,,DEC,Gampaha District Average,43
NO2,Gampaha,2013,AVG,Kirindiwita,22
NO2,Gampaha,2013,AVG,Pahalagama,45
NO2,Gampaha,2013,AVG,Asgiriya,22
NO2,Gampaha,2013,AVG,Oruthota Road,58
NO2,Gampaha,2013,AVG,Oruthota,46
NO2,Gampaha,2013,AVG,Gampaha Railway,71
NO2,Gampaha,2013,AVG,Gampaha Police Station,49
NO2,Gampaha,2013,AVG,Vilabada Road,27
NO2,Gampaha,2013,AVG,Gampaha Hospital,55
NO2,Gampaha,2013,AVG,Miriswaththa,68
NO2,Gampaha,2013,AVG,Gampaha District Average,41
NO2,Gampaha,2013,JAN,Kirindiwita,10
NO2,Gampaha,2013,JAN,Pahalagama,25
NO2,Gampaha,2013,JAN,Asgiriya,13
NO2,Gampaha,2013,JAN,Oruthota Road,40
NO2,Gampaha,2013,JAN,Oruthota,40
NO2,Gampaha,2013,JAN,Gampaha Railway,19
NO2,Gampaha,2013,JAN,Gampaha Police Station,27
NO2,Gampaha,2013,JAN,Vilabada Road,18
NO2,Gampaha,2013,JAN,Gampaha Hospital,30
NO2,Gampaha,2013,JAN,Miriswaththa,19
NO2,Gampaha,2013,JAN,Gampaha District Average,33
NO2,Gampaha,2013,FEB,Kirindiwita,19
NO2,Gampaha,2013,FEB,Pahalagama,47
NO2,Gampaha,2013,FEB,Asgiriya,35
NO2,Gampaha,2013,FEB,Oruthota Road,77
NO2,Gampaha,2013,FEB,Oruthota,39
NO2,Gampaha,2013,FEB,Gampaha Railway,35
NO2,Gampaha,2013,FEB,Gampaha Police Station,50
NO2,Gampaha,2013,FEB,Vilabada Road,38
NO2,Gampaha,2013,FEB,Gampaha Hospital,57
NO2,Gampaha,2013,FEB,Miriswaththa,35
NO2,Gampaha,2013,FEB,Gampaha District Average,59
NO2,Gampaha,2013,MAR,Kirindiwita,30
NO2,Gampaha,2013,MAR,Pahalagama,80
NO2,Gampaha,2013,MAR,Asgiriya,56
NO2,Gampaha,2013,MAR,Oruthota Road,125
NO2,Gampaha,2013,MAR,Oruthota,63
NO2,Gampaha,2013,MAR,Gampaha Railway,64
NO2,Gampaha,2013,MAR,Gampaha Police Station,84
NO2,Gampaha,2013,MAR,Vilabada Road,64
NO2,Gampaha,2013,MAR,Gampaha Hospital,92
NO2,Gampaha,2013,MAR,Miriswaththa,83
NO2,Gampaha,2013,MAR,Gampaha District Average,61
NO2,Gampaha,2013,APR,Kirindiwita,24
NO2,Gampaha,2013,APR,Pahalagama,34
NO2,Gampaha,2013,APR,Asgiriya,29
NO2,Gampaha,2013,APR,Oruthota Road,29
NO2,Gampaha,2013,APR,Oruthota,37
NO2,Gampaha,2013,APR,Gampaha Railway,38
NO2,Gampaha,2013,APR,Gampaha Police Station,22
NO2,Gampaha,2013,APR,Vilabada Road,74
NO2,Gampaha,2013,APR,Gampaha Hospital,35
NO2,Gampaha,2013,APR,Miriswaththa,38
NO2,Gampaha,2013,APR,Gampaha District Average,82
NO2,Gampaha,2013,MAY,Kirindiwita,31
NO2,Gampaha,2013,MAY,Pahalagama,36
NO2,Gampaha,2013,MAY,Asgiriya,35
NO2,Gampaha,2013,MAY,Oruthota Road,37
NO2,Gampaha,2013,MAY,Oruthota,43
NO2,Gampaha,2013,MAY,Gampaha Railway,46
NO2,Gampaha,2013,MAY,Gampaha Police Station,47
NO2,Gampaha,2013,MAY,Vilabada Road,82
NO2,Gampaha,2013,MAY,Gampaha Hospital,39
NO2,Gampaha,2013,MAY,Miriswaththa,40
NO2,Gampaha,2013,MAY,Gampaha District Average,56
NO2,Gampaha,2013,JUN,Kirindiwita,24
NO2,Gampaha,2013,JUN,Pahalagama,15
NO2,Gampaha,2013,JUN,Asgiriya,29
NO2,Gampaha,2013,JUN,Oruthota Road,30
NO2,Gampaha,2013,JUN,Oruthota,34
NO2,Gampaha,2013,JUN,Gampaha Railway,39
NO2,Gampaha,2013,JUN,Gampaha Police Station,31
NO2,Gampaha,2013,JUN,Vilabada Road,60
NO2,Gampaha,2013,JUN,Gampaha Hospital,30
NO2,Gampaha,2013,JUN,Miriswaththa,30
NO2,Gampaha,2013,JUN,Gampaha District Average,20
NO2,Gampaha,2013,AUG,Kirindiwita,36
NO2,Gampaha,2013,AUG,Pahalagama,49
NO2,Gampaha,2013,AUG,Asgiriya,46
NO2,Gampaha,2013,AUG,Oruthota Road,53
NO2,Gampaha,2013,AUG,Oruthota,54
NO2,Gampaha,2013,AUG,Gampaha Railway,60
NO2,Gampaha,2013,AUG,Gampaha Police Station,51
NO2,Gampaha,2013,AUG,Vilabada Road,81
NO2,Gampaha,2013,AUG,Gampaha Hospital,92
NO2,Gampaha,2013,AUG,Miriswaththa,111
NO2,Gampaha,2013,AUG,Gampaha District Average,89
NO2,Gampaha,2013,SEP,Kirindiwita,14
NO2,Gampaha,2013,SEP,Pahalagama,33
NO2,Gampaha,2013,SEP,Asgiriya,14
NO2,Gampaha,2013,SEP,Oruthota Road,37
NO2,Gampaha,2013,SEP,Oruthota,46
NO2,Gampaha,2013,SEP,Gampaha Railway,46
NO2,Gampaha,2013,SEP,Gampaha Police Station,28
NO2,Gampaha,2013,SEP,Vilabada Road,14
NO2,Gampaha,2013,SEP,Gampaha Hospital,33
NO2,Gampaha,2013,SEP,Miriswaththa,55
NO2,Gampaha,2013,SEP,Gampaha District Average,17
NO2,Gampaha,2013,OCT,Kirindiwita,13
NO2,Gampaha,2013,OCT,Pahalagama,32
NO2,Gampaha,2013,OCT,Asgiriya,14
NO2,Gampaha,2013,OCT,Oruthota Road,26
NO2,Gampaha,2013,OCT,Oruthota,19
NO2,Gampaha,2013,OCT,Gampaha Railway,25
NO2,Gampaha,2013,OCT,Gampaha Police Station,28
NO2,Gampaha,2013,OCT,Vilabada Road,12
NO2,Gampaha,2013,OCT,Gampaha Hospital,37
NO2,Gampaha,2013,OCT,Miriswaththa,56
NO2,Gampaha,2013,OCT,Gampaha District Average,18
NO2,Gampaha,2013,NOV,Kirindiwita,18
NO2,Gampaha,2013,NOV,Pahalagama,28
NO2,Gampaha,2013,NOV,Asgiriya,11
NO2,Gampaha,2013,NOV,Oruthota Road,29
NO2,Gampaha,2013,NOV,Oruthota,21
NO2,Gampaha,2013,NOV,Gampaha Railway,26
NO2,Gampaha,2013,NOV,Gampaha Police Station,32
NO2,Gampaha,2013,NOV,Vilabada Road,13
NO2,Gampaha,2013,NOV,Gampaha Hospital,31
NO2,Gampaha,2013,NOV,Miriswaththa,65
NO2,Gampaha,2013,NOV,Gampaha District Average,15
NO2,Gampaha,2013,DEC,Kirindiwita,15
NO2,Gampaha,2013,DEC,Pahalagama,24
NO2,Gampaha,2013,DEC,Asgiriya,10
NO2,Gampaha,2013,DEC,Oruthota Road,32
NO2,Gampaha,2013,DEC,Oruthota,20
NO2,Gampaha,2013,DEC,Gampaha Railway,37
NO2,Gampaha,2013,DEC,Gampaha Police Station,24
NO2,Gampaha,2013,DEC,Vilabada Road,8
NO2,Gampaha,2013,DEC,Gampaha Hospital,29
NO2,Gampaha,2013,DEC,Miriswaththa,64
NO2,Gampaha,2013,DEC,Gampaha District Average,11
NO2,Gampaha,2014,AVG,Kirindiwita,22
NO2,Gampaha,2014,AVG,Pahalagama,36
NO2,Gampaha,2014,AVG,Asgiriya,27
NO2,Gampaha,2014,AVG,Oruthota Road,45
NO2,Gampaha,2014,AVG,Oruthota,38
NO2,Gampaha,2014,AVG,Gampaha Railway,39
NO2,Gampaha,2014,AVG,Gampaha Police Station,39
NO2,Gampaha,2014,AVG,Vilabada Road,44
NO2,Gampaha,2014,AVG,Gampaha Hospital,45
NO2,Gampaha,2014,AVG,Miriswaththa,53
