pollutant,urban_area,year,month,station,value_ug_m3
NO2,Colombo,2014,JUN,Maligakanda,35
NO2,Colombo,2014,JUN,Kelaniya,17
NO2,Colombo,2014,JUN,Borella Police Station,30
NO2,Colombo,2014,JUN,Ward Place,16
NO2,Colombo,2014,JUN,CEA Kotte,20
NO2,Colombo,2014,JUN,Kirulapana,19
NO2,Colombo,2014,JUN,Dehiwala Junction,31
NO2,Colombo,2014,JUN,Nugegoda Town,18
NO2,Colombo,2014,JUN,Malabe,21
NO2,Colombo,2014,JUN,Peliyagoda,47
NO2,Colombo,2014,JUN,Waththala,60
NO2,Colombo,2014,JUN,Maradana Railway Station,43
NO2,Colombo,2014,JUN,Colombo District Average,44
NO2,Colombo,2014,AUG,Meteorology Department,20
NO2,Colombo,2014,AUG,Colombo MC,15
NO2,Colombo,2014,AUG,Gangarama Temple,16
NO2,Colombo,2014,AUG,Fort Railway Station,23
NO2,Colombo,2014,AUG,Gunasinghepura,28
NO2,Colombo,2014,AUG,Jethawanaramaya,36
NO2,Colombo,2014,AUG,Maligakanda,30
NO2,Colombo,2014,AUG,Kelaniya,30
NO2,Colombo,2014,AUG,Borella Police Station,28
NO2,Colombo,2014,AUG,Ward Place,15
NO2,Colombo,2014,AUG,CEA Kotte,13
NO2,Colombo,2014,AUG,Kirulapana,14
NO2,Colombo,2014,AUG,Dehiwala Junction,12
NO2,Colombo,2014,AUG,Nugegoda Town,36
NO2,Colombo,2014,AUG,Malabe,19
NO2,Colombo,2014,AUG,Peliyagoda,24
NO2,Colombo,2014,AUG,Waththala,17
NO2,Colombo,2014,AUG,Maradana Railway Station,45
NO2,Colombo,2014,AUG,Colombo District Average,43
NO2,Colombo,2014,SEP,Meteorology Department,21
NO2,Colombo,2014,SEP,Colombo MC,13
NO2,Colombo,2014,SEP,Gangarama Temple,19
NO2,Colombo,2014,SEP,Fort Railway Station,36
NO2,Colombo,2014,SEP,Gunasinghepura,21
NO2,Colombo,2014,SEP,Jethawanaramaya,33
NO2,Colombo,2014,SEP,Maligakanda,34
NO2,Colombo,2014,SEP,Kelaniya,35
NO2,Colombo,2014,SEP,Borella Police Station,35
NO2,Colombo,2014,SEP,Ward Place,23
NO2,Colombo,2014,SEP,CEA Kotte,18
NO2,Colombo,2014,SEP,Kirulapana,18
NO2,Colombo,2014,SEP,Dehiwala Junction,21
NO2,Colombo,2014,SEP,Nugegoda Town,30
NO2,Colombo,2014,SEP,Malabe,26
NO2,Colombo,2014,SEP,Peliyagoda,29
NO2,Colombo,2014,SEP,Waththala,22
NO2,Colombo,2014,SEP,Maradana Railway Station,52
NO2,Colombo,2014,SEP,Colombo District Average,38
NO2,Colombo,2014,OCT,Meteorology Department,20
NO2,Colombo,2014,OCT,Colombo MC,17
NO2,Colombo,2014,OCT,Gangarama Temple,15
NO2,Colombo,2014,OCT,Fort Railway Station,31
NO2,Colombo,2014,OCT,Gunasinghepura,17
NO2,Colombo,2014,OCT,Jethawanaramaya,26
NO2,Colombo,2014,OCT,Maligakanda,27
NO2,Colombo,2014,OCT,Kelaniya,28
NO2,Colombo,2014,OCT,Borella Police Station,26
NO2,Colombo,2014,OCT,Ward Place,18
NO2,Colombo,2014,OCT,CEA Kotte,14
NO2,Colombo,2014,OCT,Kirulapana,14
NO2,Colombo,2014,OCT,Dehiwala Junction,17
NO2,Colombo,2014,OCT,Nugegoda Town,23
NO2,Colombo,2014,OCT,Malabe,21
NO2,Colombo,2014,OCT,Peliyagoda,23
NO2,Colombo,2014,OCT,Waththala,16
NO2,Colombo,2014,OCT,Maradana Railway Station,41
NO2,Colombo,2014,OCT,Colombo District Average,33
NO2,Colombo,2014,NOV,Meteorology Department,41
NO2,Colombo,2014,NOV,Colombo MC,17
NO2,Colombo,2014,NOV,Gangarama Temple,21
NO2,Colombo,2014,NOV,Fort Railway Station,62
NO2,Colombo,2014,NOV,Gunasinghepura,56
NO2,Colombo,2014,NOV,Jethawanaramaya,50
NO2,Colombo,2014,NOV,Maligakanda,32
NO2,Colombo,2014,NOV,Kelaniya,78
NO2,Colombo,2014,NOV,Borella Police Station,52
NO2,Colombo,2014,NOV,Ward Place,48
NO2,Colombo,2014,NOV,CEA Kotte,41
NO2,Colombo,2014,NOV,Kirulapana,38
NO2,Colombo,2014,NOV,Dehiwala Junction,22
NO2,Colombo,2014,NOV,Nugegoda Town,38
NO2,Colombo,2014,NOV,Malabe,51
NO2,Colombo,2014,NOV,Peliyagoda,50
NO2,Colombo,2014,NOV,Waththala,44
NO2,Colombo,2014,NOV,Maradana Railway Station,50
NO2,Colombo,2014,NOV,Colombo District Average,75
NO2,Colombo,2014,DEC,Meteorology Department,47
NO2,Colombo,2014,DEC,Colombo MC,19
NO2,Colombo,2014,DEC,Gangarama Temple,24
NO2,Colombo,2014,DEC,Fort Railway Station,71
NO2,Colombo,2014,DEC,Gunasinghepura,64
NO2,Colombo,2014,DEC,Jethawanaramaya,57
NO2,Colombo,2014,DEC,Maligakanda,36
NO2,Colombo,2014,DEC,Kelaniya,89
NO2,Colombo,2014,DEC,Borella Police Station,59
NO2,Colombo,2014,DEC,Ward Place,55
NO2,Colombo,2014,DEC,CEA Kotte,47
NO2,Colombo,2014,DEC,Kirulapana,44
NO2,Colombo,2014,DEC,Dehiwala Junction,26
NO2,Colombo,2014,DEC,Nugegoda Town,43
NO2,Colombo,2014,DEC,Malabe,58
NO2,Colombo,2014,DEC,Peliyagoda,57
NO2,Colombo,2014,DEC,Waththala,51
NO2,Colombo,2014,DEC,Maradana Railway Station,57
NO2,Colombo,2014,DEC,Colombo District Average,86
NO2,Colombo,2015,AVG,Meteorology Department,30
NO2,Colombo,2015,AVG,Colombo MC,29
NO2,Colombo,2015,AVG,Gangarama Temple,24
NO2,Colombo,2015,AVG,Fort Railway Station,45
NO2,Colombo,2015,AVG,Gunasinghepura,35
NO2,Colombo,2015,AVG,Jethawanaramaya,36
NO2,Colombo,2015,AVG,Maligakanda,36
NO2,Colombo,2015,AVG,Kelaniya,41
NO2,Colombo,2015,AVG,Borella Police Station,42
NO2,Colombo,2015,AVG,Ward Place,30
NO2,Colombo,2015,AVG,CEA Kotte,27
NO2,Colombo,2015,AVG,Kirulapana,24
NO2,Colombo,2015,AVG,Dehiwala Junction,28
NO2,Colombo,2015,AVG,Nugegoda Town,32
NO2,Colombo,2015,AVG,Malabe,39
NO2,Colombo,2015,AVG,Peliyagoda,42
NO2,Colombo,2015,AVG,Waththala,42
NO2,Colombo,2015,AVG,Maradana Railway Station,49
NO2,Colombo,2015,AVG,Colombo District Average,55
NO2,Colombo,2015,JAN,Meteorology Department,29
NO2,Colombo,2015,JAN,Colombo MC,35
NO2,Colombo,2015,JAN,Gangarama Temple,36
NO2,Colombo,2015,JAN,Fort Railway Station,51
NO2,Colombo,2015,JAN,Gunasinghepura,29
NO2,Colombo,2015,JAN,Jethawanaramaya,38
NO2,Colombo,2015,JAN,Maligakanda,16
NO2,Colombo,2015,JAN,Kelaniya,36
NO2,Colombo,2015,JAN,Borella Police Station,37
NO2,Colombo,2015,JAN,Ward Place,31
NO2,Colombo,2015,JAN,CEA Kotte,30
NO2,Colombo,2015,JAN,Kirulapana,39
NO2,Colombo,2015,JAN,Dehiwala Junction,40
NO2,Colombo,2015,JAN,Nugegoda Town,20
NO2,Colombo,2015,JAN,Malabe,44
NO2,Colombo,2015,JAN,Peliyagoda,48
NO2,Colombo,2015,JAN,Waththala,39
NO2,Colombo,2015,JAN,Maradana Railway Station,50
NO2,Colombo,2015,JAN,Colombo District Average,65
NO2,Colombo,2015,FEB,Meteorology Department,17
NO2,Colombo,2015,FEB,Colombo MC,42
NO2,Colombo,2015,FEB,Gangarama Temple,24
NO2,Colombo,2015,FEB,Fort Railway Station,32
NO2,Colombo,2015,FEB,Gunasinghepura,50
NO2,Colombo,2015,FEB,Jethawanaramaya,44
NO2,Colombo,2015,FEB,Maligakanda,29
NO2,Colombo,2015,FEB,Kelaniya,58
NO2,Colombo,2015,FEB,Borella Police Station,46
NO2,Colombo,2015,FEB,Ward Place,35
NO2,Colombo,2015,FEB,CEA Kotte,33
NO2,Colombo,2015,FEB,Kirulapana,27
NO2,Colombo,2015,FEB,Dehiwala Junction,29
NO2,Colombo,2015,FEB,Nugegoda Town,13
NO2,Colombo,2015,FEB,Malabe,52
NO2,Colombo,2015,FEB,Peliyagoda,36
NO2,Colombo,2015,FEB,Waththala,37
NO2,Colombo,2015,FEB,Maradana Railway Station,51
NO2,Colombo,2015,FEB,Colombo District Average,67
NO2,Colombo,2015,MAR,Meteorology Department,28
NO2,Colombo,2015,MAR,Colombo MC,31
NO2,Colombo,2015,MAR,Gangarama Temple,24
NO2,Colombo,2015,MAR,Fort Railway Station,55
NO2,Colombo,2015,MAR,Gunasinghepura,48
NO2,Colombo,2015,MAR,Jethawanaramaya,50
NO2,Colombo,2015,MAR,Maligakanda,32
NO2,Colombo,2015,MAR,Kelaniya,54
NO2,Colombo,2015,MAR,Borella Police Station,44
NO2,Colombo,2015,MAR,Ward Place,27
NO2,Colombo,2015,MAR,CEA Kotte,31
NO2,Colombo,2015,MAR,Kirulapana,23
NO2,Colombo,2015,MAR,Dehiwala Junction,28
NO2,Colombo,2015,MAR,Nugegoda Town,54
NO2,Colombo,2015,MAR,Malabe,42
NO2,Colombo,2015,MAR,Peliyagoda,49
NO2,Colombo,2015,MAR,Waththala,37
NO2,Colombo,2015,MAR,Maradana Railway Station,53
NO2,Colombo,2015,MAR,Colombo District Average,64
NO2,Colombo,2015,APR,Meteorology Department,19
NO2,Colombo,2015,APR,Colombo MC,25
NO2,Colombo,2015,APR,Gangarama Temple,20
NO2,Colombo,2015,APR,Fort Railway Station,29
NO2,Colombo,2015,APR,Gunasinghepura,34
NO2,Colombo,2015,APR,Jethawanaramaya,37
NO2,Colombo,2015,APR,Maligakanda,28
NO2,Colombo,2015,APR,Kelaniya,33
NO2,Colombo,2015,APR,Borella Police Station,34
NO2,Colombo,2015,APR,Ward Place,23
NO2,Colombo,2015,APR,CEA Kotte,21
NO2,Colombo,2015,APR,Kirulapana,24
NO2,Colombo,2015,APR,Dehiwala Junction,22
NO2,Colombo,2015,APR,Nugegoda Town,32
NO2,Colombo,2015,APR,Malabe,29
NO2,Colombo,2015,APR,Peliyagoda,34
NO2,Colombo,2015,APR,Waththala,24
NO2,Colombo,2015,APR,Maradana Railway Station,42
NO2,Colombo,2015,APR,Colombo District Average,51
NO2,Colombo,2015,MAY,Meteorology Department,27
NO2,Colombo,2015,MAY,Colombo MC,25
NO2,Colombo,2015,MAY,Gangarama Temple,30
NO2,Colombo,2015,MAY,Fort Railway Station,16
NO2,Colombo,2015,MAY,Gunasinghepura,40
NO2,Colombo,2015,MAY,Jethawanaramaya,24
NO2,Colombo,2015,MAY,Maligakanda,52
NO2,Colombo,2015,MAY,Kelaniya,45
NO2,Colombo,2015,MAY,Borella Police Station,43
NO2,Colombo,2015,MAY,Ward Place,22
NO2,Colombo,2015,MAY,CEA Kotte,25
NO2,Colombo,2015,MAY,Kirulapana,26
NO2,Colombo,2015,MAY,Dehiwala Junction,28
NO2,Colombo,2015,MAY,Nugegoda Town,35
NO2,Colombo,2015,MAY,Malabe,33
NO2,Colombo,2015,MAY,Peliyagoda,35
NO2,Colombo,2015,MAY,Waththala,29
NO2,Colombo,2015,MAY,Maradana Railway Station,12
NO2,Colombo,2015,MAY,Colombo District Average,56
NO2,Colombo,2015,JUN,Meteorology Department,19
NO2,Colombo,2015,JUN,Colombo MC,20
NO2,Colombo,2015,JUN,Gangarama Temple,15
NO2,Colombo,2015,JUN,Fort Railway Station,30
NO2,Colombo,2015,JUN,Gunasinghepura,31
NO2,Colombo,2015,JUN,Jethawanaramaya,41
NO2,Colombo,2015,JUN,Maligakanda,33
NO2,Colombo,2015,JUN,Kelaniya,37
NO2,Colombo,2015,JUN,Borella Police Station,28
NO2,Colombo,2015,JUN,Ward Place,16
NO2,Colombo,2015,JUN,CEA Kotte,15
NO2,Colombo,2015,JUN,Kirulapana,29
NO2,Colombo,2015,JUN,Dehiwala Junction,32
NO2,Colombo,2015,JUN,Nugegoda Town,31
NO2,Colombo,2015,JUN,Malabe,30
NO2,Colombo,2015,JUN,Peliyagoda,35
NO2,Colombo,2015,JUN,Waththala,32
NO2,Colombo,2015,JUN,Maradana Railway Station,33
NO2,Colombo,2015,JUN,Colombo District Average,37
NO2,Colombo,2015,AUG,Meteorology Department,16
NO2,Colombo,2015,AUG,Colombo MC,16
NO2,Colombo,2015,AUG,Gangarama Temple,15
NO2,Colombo,2015,AUG,Fort Railway Station,34
NO2,Colombo,2015,AUG,Gunasinghepura,26
NO2,Colombo,2015,AUG,Jethawanaramaya,30
NO2,Colombo,2015,AUG,Maligakanda,28
NO2,Colombo,2015,AUG,Kelaniya,35
NO2,Colombo,2015,AUG,Borella Police Station,35
NO2,Colombo,2015,AUG,Ward Place,13
NO2,Colombo,2015,AUG,CEA Kotte,14
NO2,Colombo,2015,AUG,Kirulapana,14
NO2,Colombo,2015,AUG,Dehiwala Junction,16
NO2,Colombo,2015,AUG,Nugegoda Town,28
NO2,Colombo,2015,AUG,Malabe,23
NO2,Colombo,2015,AUG,Peliyagoda,29
NO2,Colombo,2015,AUG,Waththala,33
NO2,Colombo,2015,AUG,Maradana Railway Station,41
NO2,Colombo,2015,AUG,Colombo District Average,38
NO2,Colombo,2015,SEP,Meteorology Department,29
NO2,Colombo,2015,SEP,Colombo MC,19
NO2,Colombo,2015,SEP,Gangarama Temple,14
NO2,Colombo,2015,SEP,Fort Railway Station,41
NO2,Colombo,2015,SEP,Gunasinghepura,35
NO2,Colombo,2015,SEP,Jethawanaramaya,40
NO2,Colombo,2015,SEP,Maligakanda,41
NO2,Colombo,2015,SEP,Kelaniya,35
NO2,Colombo,2015,SEP,Borella Police Station,38
NO2,Colombo,2015,SEP,Ward Place,16
NO2,Colombo,2015,SEP,CEA Kotte,19
NO2,Colombo,2015,SEP,Kirulapana,14
NO2,Colombo,2015,SEP,Dehiwala Junction,19
NO2,Colombo,2015,SEP,Nugegoda Town,43
NO2,Colombo,2015,SEP,Malabe,26
NO2,Colombo,2015,SEP,Peliyagoda,29
NO2,Colombo,2015,SEP,Waththala,28
NO2,Colombo,2015,SEP,Maradana Railway Station,53
NO2,Colombo,2015,SEP,Colombo District Average,45
NO2,Colombo,2015,OCT,Meteorology Department,24
NO2,Colombo,2015,OCT,Colombo MC,24
NO2,Colombo,2015,OCT,Gangarama Temple,18
NO2,Colombo,2015,OCT,Fort Railway Station,41
NO2,Colombo,2015,OCT,Gunasinghepura,32
NO2,Colombo,2015,OCT,Jethawanaramaya,45
NO2,Colombo,2015,OCT,Maligakanda,33
NO2,Colombo,2015,OCT,Kelaniya,45
NO2,Colombo,2015,OCT,Borella Police Station,40
NO2,Colombo,2015,OCT,Ward Place,22
NO2,Colombo,2015,OCT,CEA Kotte,21
NO2,Colombo,2015,OCT,Kirulapana,6
NO2,Colombo,2015,OCT,Dehiwala Junction,23
NO2,Colombo,2015,OCT,Nugegoda Town,52
NO2,Colombo,2015,OCT,Malabe,43
NO2,Colombo,2015,OCT,Peliyagoda,40
NO2,Colombo,2015,OCT,Waththala,38
NO2,Colombo,2015,OCT,Maradana Railway Station,49
NO2,Colombo,2015,OCT,Colombo District Average,59
NO2,Colombo,2015,NOV,Meteorology Department,43
NO2,Colombo,2015,NOV,Colombo MC,40
NO2,Colombo,2015,NOV,Gangarama Temple,39
NO2,Colombo,2015,NOV,Fort Railway Station,49
NO2,Colombo,2015,NOV,Gunasinghepura,45
NO2,Colombo,2015,NOV,Jethawanaramaya,40
NO2,Colombo,2015,NOV,Maligakanda,32
NO2,Colombo,2015,NOV,Kelaniya,52
NO2,Colombo,2015,NOV,Borella Police Station,42
NO2,Colombo,2015,NOV,Ward Place,45
NO2,Colombo,2015,NOV,CEA Kotte,35
NO2,Colombo,2015,NOV,Kirulapana,8
NO2,Colombo,2015,NOV,Dehiwala Junction,42
NO2,Colombo,2015,NOV,Nugegoda Town,42
NO2,Colombo,2015,NOV,Malabe,39
NO2,Colombo,2015,NOV,Peliyagoda,43
NO2,Colombo,2015,NOV,Waththala,41
NO2,Colombo,2015,NOV,Maradana Railway Station,48
NO2,Colombo,2015,NOV,Colombo District Average,50
NO2,Colombo,2015,DEC,Meteorology Department,29
NO2,Colombo,2015,DEC,Colombo MC,52
NO2,Colombo,2015,DEC,Gangarama Temple,50
NO2,Colombo,2015,DEC,Fort Railway Station,66
NO2,Colombo,2015,DEC,Gunasinghepura,45
NO2,Colombo,2015,DEC,Jethawanaramaya,48
NO2,Colombo,2015,DEC,Maligakanda,29
NO2,Colombo,2015,DEC,Kelaniya,43
NO2,Colombo,2015,DEC,Borella Police Station,46
NO2,Colombo,2015,DEC,Ward Place,60
NO2,Colombo,2015,DEC,CEA Kotte,31
NO2,Colombo,2015,DEC,Kirulapana,47
NO2,Colombo,2015,DEC,Dehiwala Junction,13
NO2,Colombo,2015,DEC,Nugegoda Town,48
NO2,Colombo,2015,DEC,Malabe,52
NO2,Colombo,2015,DEC,Peliyagoda,59
NO2,Colombo,2015,DEC,Waththala,59
NO2,Colombo,2015,DEC,Maradana Railway Station,60
NO2,Colombo,2015,DEC,Colombo District Average,51
NO2,Colombo,2016,AVG,Meteorology Department,25
NO2,Colombo,2016,AVG,Colombo MC,29
NO2,Colombo,2016,AVG,Gangarama Temple,25
NO2,Colombo,2016,AVG,Fort Railway Station,41
NO2,Colombo,2016,AVG,Gunasinghepura,37
NO2,Colombo,2016,AVG,Jethawanaramaya,39
NO2,Colombo,2016,AVG,Maligakanda,32
NO2,Colombo,2016,AVG,Kelaniya,43
NO2,Colombo,2016,AVG,Borella Police Station,41
NO2,Colombo,2016,AVG,Ward Place,27
NO2,Colombo,2016,AVG,CEA Kotte,24
NO2,Colombo,2016,AVG,Kirulapana,24
NO2,Colombo,2016,AVG,Dehiwala Junction,26
NO2,Colombo,2016,AVG,Nugegoda Town,36
NO2,Colombo,2016,AVG,Malabe,37
NO2,Colombo,2016,AVG,Peliyagoda,39
NO2,Colombo,2016,AVG,Waththala,36
NO2,Colombo,2016,AVG,Maradana Railway Station,45
NO2,Colombo,2016,AVG,Colombo District Average,53
NO2,Colombo,2016,JAN,Meteorology Department,39
NO2,Colombo,2016,JAN,Colombo MC,50
NO2,Colombo,2016,JAN,Gangarama Temple,43
NO2,Colombo,2016,JAN,Fort Railway Station,78
NO2,Colombo,2016,JAN,Gunasinghepura,40
NO2,Colombo,2016,JAN,Jethawanaramaya,53
NO2,Colombo,2016,JAN,Maligakanda,26
NO2,Colombo,2016,JAN,Kelaniya,41
NO2,Colombo,2016,JAN,Borella Police Station,50
NO2,Colombo,2016,JAN,Ward Place,43
NO2,Colombo,2016,JAN,CEA Kotte,42
NO2,Colombo,2016,JAN,Kirulapana,40
NO2,Colombo,2016,JAN,Dehiwala Junction,55
NO2,Colombo,2016,JAN,Nugegoda Town,47
NO2,Colombo,2016,JAN,Malabe,60
NO2,Colombo,2016,JAN,Peliyagoda,40
NO2,Colombo,2016,JAN,Waththala,63
NO2,Colombo,2016,JAN,Maradana Railway Station,78
NO2,Colombo,2016,JAN,Colombo District Average,76
NO2,Colombo,2016,FEB,Meteorology Department,35
NO2,Colombo,2016,FEB,Colombo MC,43
NO2,Colombo,2016,FEB,Gangarama Temple,48
NO2,Colombo,2016,FEB,Fort Railway Station,43
NO2,Colombo,2016,FEB,Gunasinghepura,42
NO2,Colombo,2016,FEB,Jethawanaramaya,48
NO2,Colombo,2016,FEB,Maligakanda,33
NO2,Colombo,2016,FEB,Kelaniya,38
NO2,Colombo,2016,FEB,Borella Police Station,50
NO2,Colombo,2016,FEB,Ward Place,51
NO2,Colombo,2016,FEB,CEA Kotte,40
NO2,Colombo,2016,FEB,Kirulapana,46
NO2,Colombo,2016,FEB,Dehiwala Junction,35
NO2,Colombo,2016,FEB,Nugegoda Town,51
NO2,Colombo,2016,FEB,Malabe,45
NO2,Colombo,2016,FEB,Peliyagoda,58
NO2,Colombo,2016,FEB,Waththala,54
NO2,Colombo,2016,FEB,Maradana Railway Station,70
NO2,Colombo,2016,FEB,Colombo District Average,86
NO2,Colombo,2016,MAR,Meteorology Department,31
NO2,Colombo,2016,MAR,Colombo MC,33
NO2,Colombo,2016,MAR,Gangarama Temple,43
NO2,Colombo,2016,MAR,Fort Railway Station,73
NO2,Colombo,2016,MAR,Gunasinghepura,37
NO2,Colombo,2016,MAR,Jethawanaramaya,64
NO2,Colombo,2016,MAR,Maligakanda,43
NO2,Colombo,2016,MAR,Kelaniya,53
NO2,Colombo,2016,MAR,Borella Police Station,40
NO2,Colombo,2016,MAR,Ward Place,31
NO2,Colombo,2016,MAR,CEA Kotte,34
NO2,Colombo,2016,MAR,Kirulapana,37
NO2,Colombo,2016,MAR,Dehiwala Junction,31
NO2,Colombo,2016,MAR,Nugegoda Town,49
NO2,Colombo,2016,MAR,Malabe,39
NO2,Colombo,2016,MAR,Peliyagoda,48
NO2,Colombo,2016,MAR,Waththala,36
NO2,Colombo,2016,MAR,Maradana Railway Station,53
NO2,Colombo,2016,MAR,Colombo District Average,65
NO2,Colombo,2016,APR,Meteorology Department,26
NO2,Colombo,2016,APR,Colombo MC,21
NO2,Colombo,2016,APR,Gangarama Temple,23
NO2,Colombo,2016,APR,Fort Railway Station,71
NO2,Colombo,2016,APR,Gunasinghepura,45
NO2,Colombo,2016,APR,Jethawanaramaya,45
NO2,Colombo,2016,APR,Maligakanda,38
NO2,Colombo,2016,APR,Kelaniya,49
NO2,Colombo,2016,APR,Borella Police Station,39
NO2,Colombo,2016,APR,Ward Place,14
NO2,Colombo,2016,APR,CEA Kotte,24
NO2,Colombo,2016,APR,Kirulapana,23
NO2,Colombo,2016,APR,Dehiwala Junction,46
NO2,Colombo,2016,APR,Nugegoda Town,45
NO2,Colombo,2016,APR,Malabe,30
NO2,Colombo,2016,APR,Peliyagoda,41
NO2,Colombo,2016,APR,Waththala,29
NO2,Colombo,2016,APR,Maradana Railway Station,43
NO2,Colombo,2016,APR,Colombo District Average,59
NO2,Colombo,2016,MAY,Meteorology Department,19
NO2,Colombo,2016,MAY,Colombo MC,28
NO2,Colombo,2016,MAY,Gangarama Temple,28
NO2,Colombo,2016,MAY,Fort Railway Station,61
NO2,Colombo,2016,MAY,Gunasinghepura,43
NO2,Colombo,2016,MAY,Jethawanaramaya,39
NO2,Colombo,2016,MAY,Maligakanda,47
NO2,Colombo,2016,MAY,Kelaniya,38
NO2,Colombo,2016,MAY,Borella Police Station,42
NO2,Colombo,2016,MAY,Ward Place,16
NO2,Colombo,2016,MAY,CEA Kotte,15
NO2,Colombo,2016,MAY,Kirulapana,11
NO2,Colombo,2016,MAY,Dehiwala Junction,19
NO2,Colombo,2016,MAY,Nugegoda Town,42
NO2,Colombo,2016,MAY,Malabe,45
NO2,Colombo,2016,MAY,Peliyagoda,29
NO2,Colombo,2016,MAY,Waththala,52
NO2,Colombo,2016,MAY,Maradana Railway Station,39
NO2,Colombo,2016,MAY,Colombo District Average,56
NO2,Colombo,2016,JUN,Meteorology Department,17
NO2,Colombo,2016,JUN,Colombo MC,16
NO2,Colombo,2016,JUN,Gangarama Temple,29
NO2,Colombo,2016,JUN,Fort Railway Station,72
NO2,Colombo,2016,JUN,Gunasinghepura,41
NO2,Colombo,2016,JUN,Jethawanaramaya,33
NO2,Colombo,2016,JUN,Maligakanda,30
NO2,Colombo,2016,JUN,Kelaniya,39
NO2,Colombo,2016,JUN,Borella Police Station,34
NO2,Colombo,2016,JUN,Ward Place,17
NO2,Colombo,2016,JUN,CEA Kotte,21
NO2,Colombo,2016,JUN,Kirulapana,11
NO2,Colombo,2016,JUN,Dehiwala Junction,25
NO2,Colombo,2016,JUN,Nugegoda Town,44
NO2,Colombo,2016,JUN,Malabe,26
NO2,Colombo,2016,JUN,Peliyagoda,34
NO2,Colombo,2016,JUN,Waththala,26
NO2,Colombo,2016,JUN,Maradana Railway Station,37
NO2,Colombo,2016,JUN,Colombo District Average,46
NO2,Colombo,2016,AUG,Meteorology Department,20
NO2,Colombo,2016,AUG,Colombo MC,14
NO2,Colombo,2016,AUG,Gangarama Temple,15
NO2,Colombo,2016,AUG,Fort Railway Station,39
NO2,Colombo,2016,AUG,Gunasinghepura,49
NO2,Colombo,2016,AUG,Jethawanaramaya,34
NO2,Colombo,2016,AUG,Maligakanda,31
NO2,Colombo,2016,AUG,Kelaniya,31
NO2,Colombo,2016,AUG,Borella Police Station,46
NO2,Colombo,2016,AUG,Ward Place,14
NO2,Colombo,2016,AUG,CEA Kotte,21
NO2,Colombo,2016,AUG,Kirulapana,12
NO2,Colombo,2016,AUG,Dehiwala Junction,18
NO2,Colombo,2016,AUG,Nugegoda Town,40
NO2,Colombo,2016,AUG,Malabe,27
NO2,Colombo,2016,AUG,Peliyagoda,31
NO2,Colombo,2016,AUG,Waththala,47
NO2,Colombo,2016,AUG,Maradana Railway Station,44
NO2,Colombo,2016,AUG,Colombo District Average,60
NO2,Colombo,2016,SEP,Meteorology Department,25
NO2,Colombo,2016,SEP,Colombo MC,19
NO2,Colombo,2016,SEP,Gangarama Temple,20
NO2,Colombo,2016,SEP,Fort Railway Station,43
NO2,Colombo,2016,SEP,Gunasinghepura,44
NO2,Colombo,2016,SEP,Jethawanaramaya,36
NO2,Colombo,2016,SEP,Maligakanda,33
NO2,Colombo,2016,SEP,Kelaniya,39
NO2,Colombo,2016,SEP,Borella Police Station,38
NO2,Colombo,2016,SEP,Ward Place,15
NO2,Colombo,2016,SEP,CEA Kotte,21
NO2,Colombo,2016,SEP,Kirulapana,15
NO2,Colombo,2016,SEP,Dehiwala Junction,33
NO2,Colombo,2016,SEP,Nugegoda Town,34
NO2,Colombo,2016,SEP,Malabe,26
NO2,Colombo,2016,SEP,Peliyagoda,27
NO2,Colombo,2016,SEP,Waththala,25
NO2,Colombo,2016,SEP,Maradana Railway Station,47
NO2,Colombo,2016,SEP,Colombo District Average,62
NO2,Colombo,2016,OCT,Meteorology Department,27
NO2,Colombo,2016,OCT,Colombo MC,28
NO2,Colombo,2016,OCT,Gangarama Temple,35
NO2,Colombo,2016,OCT,Fort Railway Station,67
NO2,Colombo,2016,OCT,Gunasinghepura,42
NO2,Colombo,2016,OCT,Jethawanaramaya,43
NO2,Colombo,2016,OCT,Maligakanda,25
NO2,Colombo,2016,OCT,Kelaniya,29
NO2,Colombo,2016,OCT,Borella Police Station,49
NO2,Colombo,2016,OCT,Ward Place,30
NO2,Colombo,2016,OCT,CEA Kotte,31
NO2,Colombo,2016,OCT,Kirulapana,12
NO2,Colombo,2016,OCT,Dehiwala Junction,34
NO2,Colombo,2016,OCT,Nugegoda Town,37
NO2,Colombo,2016,OCT,Malabe,35
NO2,Colombo,2016,OCT,Peliyagoda,48
NO2,Colombo,2016,OCT,Waththala,30
NO2,Colombo,2016,OCT,Maradana Railway Station,63
NO2,Colombo,2016,OCT,Colombo District Average,76
NO2,Colombo,2016,NOV,Meteorology Department,21
NO2,Colombo,2016,NOV,Colombo MC,19
NO2,Colombo,2016,NOV,Gangarama Temple,25
NO2,Colombo,2016,NOV,Fort Railway Station,61
NO2,Colombo,2016,NOV,Gunasinghepura,41
NO2,Colombo,2016,NOV,Jethawanaramaya,38
NO2,Colombo,2016,NOV,Maligakanda,24
NO2,Colombo,2016,NOV,Kelaniya,27
NO2,Colombo,2016,NOV,Borella Police Station,44
NO2,Colombo,2016,NOV,Ward Place,28
NO2,Colombo,2016,NOV,CEA Kotte,37
NO2,Colombo,2016,NOV,Kirulapana,15
NO2,Colombo,2016,NOV,Dehiwala Junction,28
NO2,Colombo,2016,NOV,Nugegoda Town,48
NO2,Colombo,2016,NOV,Malabe,40
